,Age_08_04,KM,HP,Automatic,Doors,Quarterly_Tax,Mfr_Guarantee,Guarantee_Period,Airco,Automatic_airco,CD_Player,Powered_Windows,Sport_Model,Tow_Bar,Fuel_Type_Diesel,Fuel_Type_Petrol
206,40,85389,110,0,5,85,0,3,1,0,0,1,0,0,0,1
1212,72,86860,110,0,5,85,1,3,1,0,0,1,0,0,0,1
1248,74,78894,110,0,5,85,0,3,0,0,0,0,0,1,0,1
324,39,34599,110,0,5,85,0,3,1,0,0,1,0,1,0,1
657,59,112827,86,0,5,69,0,3,1,0,0,1,0,0,0,1
1314,76,68000,110,0,5,85,0,3,1,0,0,1,0,1,0,1
714,68,90727,110,0,3,69,1,3,0,0,0,1,1,0,0,1
1328,80,65307,110,0,3,85,1,3,0,0,0,1,0,1,0,1
1361,71,59164,110,0,4,69,0,3,0,0,0,0,0,0,0,1
79,30,22000,97,0,5,85,1,3,0,0,1,1,1,0,0,1
1310,78,69000,110,0,5,85,0,3,0,0,1,1,0,0,0,1
687,67,99781,110,0,5,85,0,3,0,0,0,0,1,0,0,1
166,14,5459,110,0,5,85,0,3,1,1,1,1,1,0,0,1
229,36,63459,97,0,5,85,1,3,1,0,1,1,0,0,0,1
1387,78,52287,110,0,5,19,0,3,0,0,0,1,0,0,0,1
1273,75,74567,86,0,3,19,0,3,0,0,0,0,0,0,0,1
740,64,82723,86,0,3,69,1,3,0,0,0,0,0,0,0,1
100,20,23175,110,0,3,85,1,3,1,1,0,1,1,0,0,1
290,36,43427,110,0,3,69,1,3,0,0,1,1,0,0,0,1
444,48,75045,110,0,3,85,0,6,1,0,0,1,0,0,0,1
878,60,61977,86,0,3,69,0,3,0,0,0,0,1,0,0,1
1077,80,143560,86,1,3,69,0,3,0,0,0,0,0,0,0,1
739,68,83000,107,1,5,85,1,3,0,0,0,0,1,0,0,1
391,52,135258,69,0,5,185,0,3,0,0,1,0,0,1,1,0
86,30,7000,97,0,5,85,0,12,1,0,0,0,0,0,0,1
1434,70,16916,86,0,3,69,1,3,0,0,0,0,0,0,0,1
666,68,109150,110,0,5,85,0,3,1,0,0,1,0,0,0,1
1293,77,71825,110,0,5,85,0,3,0,0,0,1,0,0,0,1
475,54,64000,97,0,3,69,0,3,0,0,0,0,0,0,0,1
44,22,100250,90,0,5,234,1,3,1,0,0,1,1,0,1,0
788,65,75000,86,0,3,19,0,3,0,0,0,1,0,0,0,1
1002,66,39144,110,0,3,69,1,3,0,0,0,1,0,0,0,1
1137,80,105135,110,0,3,69,0,3,1,0,0,0,1,1,0,1
24,29,25813,110,0,3,85,1,3,1,1,1,1,1,0,0,1
1235,71,82700,110,0,3,69,0,3,0,0,0,1,0,0,0,1
832,63,68153,110,0,5,85,1,3,0,0,1,1,0,0,0,1
1193,70,89983,110,0,3,85,1,3,1,0,0,1,0,0,0,1
591,53,26624,97,0,5,85,0,3,0,0,0,0,0,1,0,1
1412,69,42800,110,0,3,69,1,3,0,0,0,0,1,0,0,1
973,58,47171,86,0,3,69,1,3,0,0,0,1,0,0,0,1
1056,73,176177,110,0,5,85,0,3,1,0,0,1,0,1,0,1
109,4,1,116,0,5,283,1,3,1,1,0,1,1,0,1,0
1160,71,98154,110,0,3,69,0,6,1,0,0,1,0,0,0,1
222,40,73042,110,0,5,85,1,3,1,0,1,1,0,1,0,1
1052,76,191620,72,0,5,185,0,3,1,0,0,0,1,1,1,0
722,57,88480,110,0,3,69,1,3,1,0,0,0,1,0,0,1
55,32,45725,110,0,5,85,1,3,1,0,1,1,0,1,0,1
1424,73,34717,86,0,3,69,0,6,0,0,0,0,0,0,0,1
253,42,53719,110,1,5,85,1,3,0,0,0,1,0,1,0,1
1072,71,151000,110,0,5,197,0,6,1,0,0,1,0,1,0,0
642,68,119289,110,0,4,69,1,3,0,0,0,1,0,0,0,1
545,47,45850,97,0,5,85,1,3,0,0,0,0,0,0,0,1
477,53,63635,110,0,4,69,0,3,1,0,1,1,0,0,0,1
949,64,52968,110,0,3,69,1,3,0,0,0,0,1,1,0,1
843,62,66082,110,0,5,85,0,3,0,0,0,0,1,0,0,1
63,30,33511,110,0,5,85,1,3,1,1,0,1,1,0,0,1
413,51,98040,110,0,5,85,1,3,0,0,0,0,0,0,0,1
384,54,149329,72,0,5,185,0,3,0,0,0,0,1,1,1,0
974,60,47060,110,0,4,69,1,3,1,0,0,0,0,0,0,1
884,58,61343,110,0,5,85,0,3,1,0,0,1,0,1,0,1
451,47,73403,110,0,5,85,1,3,0,0,0,1,0,0,0,1
1258,80,76000,110,0,3,69,1,3,0,0,0,1,0,0,0,1
656,67,113118,86,0,3,69,1,3,1,0,0,1,0,1,0,1
369,44,21027,110,0,5,85,1,3,1,0,1,1,0,1,0,1
689,65,98500,110,0,5,85,0,3,1,0,0,1,0,0,0,1
219,38,74319,110,0,5,85,1,3,1,0,1,1,0,1,0,1
1344,74,61700,110,0,5,85,0,3,1,0,0,0,0,0,0,1
21,29,43905,110,1,3,100,0,3,1,1,0,1,1,0,0,1
760,60,80000,86,0,5,19,0,3,0,0,0,0,0,0,0,1
869,61,63000,86,1,3,69,0,3,1,0,0,1,0,0,0,1
420,49,91340,110,0,3,85,1,3,1,0,0,1,0,1,0,1
199,39,98823,110,0,5,197,1,3,1,0,1,0,0,1,0,0
450,50,73634,110,0,5,85,0,6,0,0,0,1,0,0,0,1
1161,77,98000,110,0,5,19,0,3,1,0,0,1,0,1,0,1
1019,64,34114,110,0,3,69,1,3,0,0,0,0,1,0,0,1
911,64,58136,110,0,5,85,0,3,1,0,0,1,0,1,0,1
696,60,96000,72,0,4,185,0,3,0,0,0,0,0,0,1,0
811,59,71366,110,0,3,85,0,3,1,0,0,1,0,1,0,1
1236,78,82675,86,0,3,69,0,3,0,0,0,0,1,0,0,1
1406,70,44850,110,0,3,69,0,3,1,0,1,0,1,0,0,1
910,60,58269,110,0,3,69,0,3,0,0,0,0,1,0,0,1
1049,77,200732,72,0,4,185,0,3,0,0,0,0,0,0,1,0
505,54,55877,110,0,5,85,1,3,0,0,0,0,0,1,0,1
1301,80,70939,110,1,5,85,0,3,0,0,0,1,0,1,0,1
1255,75,76382,110,0,3,85,0,3,0,0,1,1,0,1,0,1
405,54,103454,110,0,5,85,1,3,1,0,0,1,0,0,0,1
317,38,37320,97,0,3,69,0,3,1,0,1,0,0,0,0,1
183,2,15,110,0,5,85,1,3,1,1,1,1,1,0,0,1
1120,72,112000,86,0,3,69,0,3,0,0,0,1,0,0,0,1
1333,75,64000,107,1,3,85,0,3,0,0,0,1,0,0,0,1
609,67,174833,72,0,4,185,0,3,1,0,0,0,0,1,1,0
626,58,133405,72,0,5,185,0,3,0,0,0,1,1,0,1,0
485,50,62280,97,0,5,85,0,3,1,0,0,0,0,0,0,1
278,43,46515,97,0,5,69,0,12,1,0,0,0,0,0,0,1
630,59,130000,72,0,4,185,0,3,0,0,0,0,0,0,1,0
20,30,67660,110,0,3,85,1,3,1,0,1,1,1,1,0,1
170,9,1,110,0,5,19,0,36,1,0,1,1,0,0,0,1
901,63,59000,110,0,3,69,1,3,0,0,0,0,1,1,0,1
1039,59,22705,110,0,5,85,1,3,1,0,0,1,0,0,0,1
176,8,7000,110,0,5,85,0,3,1,0,0,1,1,0,0,1
327,33,33591,110,0,5,85,0,3,1,0,0,1,0,0,0,1
706,62,93098,110,0,5,85,1,3,1,0,0,1,0,0,0,1
1222,79,84966,110,0,5,85,0,3,1,0,0,1,1,1,0,1
470,50,65471,97,0,5,85,0,3,1,0,1,0,0,0,0,1
1324,74,66718,110,0,3,69,0,3,1,0,0,1,0,0,0,1
266,44,49332,110,0,5,85,1,3,1,0,1,1,0,0,0,1
615,67,149000,90,0,5,64,0,3,0,0,0,1,0,0,1,0
130,20,32627,97,0,5,85,0,3,1,0,1,1,1,0,0,1
865,66,63881,86,0,3,69,0,3,0,0,0,0,1,0,0,1
1381,77,54439,86,0,3,69,0,3,0,0,0,1,0,1,0,1
1329,79,65254,86,0,3,69,1,3,0,0,1,0,0,1,0,1
489,53,60558,110,0,4,19,0,12,1,0,1,1,0,0,0,1
606,59,190900,72,0,3,185,0,3,1,0,0,0,1,0,1,0
1217,80,85565,110,0,5,85,0,3,1,0,0,1,1,1,0,1
1164,73,97494,110,0,5,85,1,3,0,0,1,1,1,0,0,1
416,51,96135,72,0,3,185,0,3,0,0,0,0,1,0,1,0
152,10,13747,97,0,5,85,1,3,1,0,1,1,1,0,0,1
889,59,61127,110,0,3,69,1,3,0,0,0,0,1,1,0,1
849,59,65463,110,0,5,85,0,3,1,0,0,1,0,0,0,1
279,38,46327,110,0,3,85,1,3,1,0,1,1,0,0,0,1
1034,68,26698,110,0,3,85,0,3,1,0,0,1,0,0,0,1
269,39,48945,110,0,3,69,0,3,1,0,1,1,0,1,0,1
96,19,29435,97,0,3,85,0,3,1,0,1,1,1,0,0,1
210,41,81106,69,0,5,185,0,3,1,0,0,0,0,0,1,0
569,49,36000,110,0,5,85,1,3,1,0,0,1,0,0,0,1
1388,75,52000,110,0,5,19,0,6,1,0,0,1,0,0,0,1
871,62,62377,110,0,5,85,0,3,1,0,0,1,0,0,0,1
532,54,47768,110,0,3,85,1,3,1,0,1,1,0,0,0,1
1385,80,52700,110,0,3,69,0,3,0,0,0,1,1,1,0,1
1099,76,124591,110,0,5,85,1,3,1,0,0,1,0,0,0,1
712,65,91246,86,0,3,69,0,3,0,0,0,0,1,0,0,1
77,27,23489,110,0,5,85,0,3,0,0,0,1,1,0,0,1
263,40,50640,110,0,5,85,0,3,0,0,1,0,0,0,0,1
1431,69,20544,86,0,3,69,1,3,1,0,0,1,1,0,0,1
149,14,17896,110,1,4,85,0,3,1,1,1,1,1,0,0,1
469,54,66063,110,0,5,85,0,3,1,0,0,1,0,0,0,1
564,56,37461,97,0,3,69,0,3,0,0,0,0,0,0,0,1
461,49,69659,86,0,3,69,0,3,1,0,0,1,1,0,0,1
1277,79,74093,110,0,5,85,1,3,1,0,0,1,0,0,0,1
896,67,60000,86,1,4,69,0,3,0,0,0,0,0,0,0,1
1345,77,61648,110,0,5,85,1,3,0,0,0,0,1,1,0,1
695,67,96000,110,0,3,69,0,3,0,0,0,0,1,0,0,1
1175,80,94079,110,0,5,85,1,3,1,0,0,1,0,1,0,1
928,63,55942,110,0,5,85,1,3,1,0,0,1,1,0,0,1
1326,80,65950,110,0,5,85,0,3,0,0,0,0,1,0,0,1
1214,79,86000,86,0,5,69,0,3,0,0,1,1,0,1,0,1
586,55,29650,86,0,3,69,0,3,1,0,0,1,1,1,0,1
243,33,57711,90,0,3,210,1,3,1,0,0,0,0,0,1,0
1111,71,120000,110,0,5,85,0,3,0,0,0,0,1,0,0,1
751,57,80470,110,0,5,85,1,3,0,0,0,0,1,0,0,1
1371,75,57537,86,0,5,69,0,3,0,0,0,0,0,0,0,1
1312,79,68945,110,0,5,85,1,3,1,0,0,1,0,1,0,1
648,64,116000,86,0,5,69,0,3,0,0,0,1,1,0,0,1
1190,77,90305,86,0,3,69,0,3,0,0,0,0,1,1,0,1
595,56,19313,97,0,3,69,0,3,0,0,0,0,0,0,0,1
313,39,37782,97,0,5,85,0,3,1,0,0,1,0,0,0,1
933,65,55061,110,0,5,85,0,3,0,0,0,1,1,0,0,1
155,15,13157,97,0,4,85,1,3,1,0,1,1,1,0,0,1
1303,80,70597,107,1,3,85,1,3,0,0,1,0,1,1,0,1
1150,79,100719,110,0,5,85,0,3,1,0,0,1,0,0,0,1
999,57,40214,86,0,3,69,1,3,1,0,0,1,1,0,0,1
1046,78,217764,72,0,5,185,1,3,1,0,0,0,0,1,1,0
1306,76,70039,110,0,3,69,1,3,0,0,0,0,1,1,0,1
25,25,28450,110,0,3,85,0,3,1,1,1,1,1,1,0,1
196,44,110000,69,0,5,185,0,6,1,0,0,1,0,0,1,0
1088,78,130000,86,0,5,19,0,3,0,0,0,0,0,0,0,1
15,28,18739,192,0,3,100,0,3,1,1,0,1,1,0,0,1
1321,80,66880,110,0,3,85,1,3,0,0,0,1,0,1,0,1
883,65,61384,110,0,3,69,0,12,0,0,0,0,0,0,0,1
621,60,139800,72,0,3,185,0,3,0,0,0,0,0,0,1,0
1360,73,59240,110,0,3,69,1,3,1,0,0,1,1,0,0,1
1050,69,197501,72,0,5,185,0,3,1,0,0,0,1,0,1,0
1067,73,156169,86,0,5,69,0,3,0,0,0,1,1,1,0,1
497,55,58377,110,0,3,69,1,3,1,0,0,1,1,0,0,1
792,68,74875,110,0,5,85,0,3,1,0,0,0,0,0,0,1
964,65,49942,110,0,3,85,0,3,1,0,0,1,0,0,0,1
515,55,52149,97,0,3,19,0,12,0,0,0,0,0,0,0,1
1402,78,47400,86,0,5,69,1,3,0,0,0,1,0,1,0,1
1095,76,125778,110,0,3,69,0,3,0,0,0,0,1,0,0,1
542,52,46029,110,0,4,69,1,3,1,0,0,0,0,0,0,1
456,54,71725,110,0,4,69,0,3,1,0,1,0,0,1,0,1
633,66,126452,110,0,5,85,1,3,0,0,0,0,1,0,0,1
431,50,82735,97,0,3,69,1,3,1,0,1,1,0,0,0,1
627,65,132807,72,0,5,185,1,3,1,0,0,0,1,0,1,0
728,59,86871,86,0,5,69,0,3,1,0,0,1,0,0,0,1
1288,71,72128,107,1,5,85,0,3,0,0,0,1,1,1,0,1
209,37,82743,110,0,5,197,1,3,1,0,1,1,0,0,0,0
316,44,37389,110,0,5,85,1,3,1,0,1,1,0,1,0,1
513,49,53116,97,0,3,69,0,3,0,0,1,0,0,0,0,1
1337,75,63634,110,0,4,69,0,3,1,0,0,1,0,0,0,1
829,58,68723,86,0,3,69,0,3,1,0,0,1,1,0,0,1
319,44,37000,110,0,4,19,0,3,0,0,0,0,0,0,0,1
1031,60,28500,86,1,3,69,0,3,0,0,0,1,0,0,0,1
141,19,21684,192,0,5,19,0,12,1,0,0,1,0,0,0,1
1110,74,120196,110,0,3,69,0,3,1,0,0,1,1,0,0,1
753,59,80430,110,0,3,85,0,3,1,0,0,1,1,0,0,1
1001,66,39222,86,1,3,69,1,3,0,0,0,0,1,1,0,1
1239,77,82103,86,0,3,69,1,3,0,0,0,0,1,0,0,1
580,49,31999,97,0,3,69,0,3,1,0,0,1,0,0,0,1
562,47,38900,97,0,3,69,0,3,0,0,1,0,0,0,0,1
398,55,117175,110,0,4,69,1,3,1,0,0,0,0,0,0,1
668,64,106784,110,1,3,19,0,12,1,1,0,1,0,0,0,1
252,43,53773,110,0,5,85,1,3,0,0,0,0,0,1,0,1
907,65,58829,110,0,3,69,1,3,0,0,0,0,0,0,0,1
468,52,66527,110,0,5,85,1,3,1,0,1,1,0,1,0,1
914,58,58000,110,0,3,69,0,3,1,0,0,1,1,0,0,1
357,33,24650,110,0,3,85,1,3,1,0,1,1,1,0,0,1
1278,71,74000,110,0,3,69,0,3,1,0,0,0,1,1,0,1
1300,76,71000,110,0,3,69,1,12,0,0,0,0,0,0,0,1
1202,73,88186,72,0,3,185,0,3,0,0,0,0,0,0,1,0
1305,77,70124,110,0,3,69,1,3,0,0,0,0,0,0,0,1
1414,80,42186,110,0,3,69,0,3,0,0,0,0,0,1,0,1
508,50,54465,110,0,5,85,0,3,0,0,0,0,0,0,0,1
749,66,81083,86,0,3,69,1,3,0,0,0,0,1,0,0,1
129,13,33477,110,0,5,19,0,3,1,0,1,1,0,0,0,1
144,15,20270,110,0,5,85,1,3,1,1,1,1,1,0,0,1
960,66,50806,86,0,3,19,0,3,0,0,0,0,0,0,0,1
847,67,65785,110,0,5,85,0,3,1,0,0,1,0,0,0,1
715,62,90000,110,0,3,69,0,3,0,0,0,0,1,0,0,1
905,65,59000,110,0,3,69,0,3,0,0,0,0,0,0,0,1
1096,75,125400,110,0,3,69,0,6,0,0,0,1,0,0,0,1
235,38,60829,110,0,5,85,1,3,0,0,0,0,0,0,0,1
1061,78,161775,86,0,3,69,0,3,0,0,0,1,1,0,0,1
